,goalvalues,timestamps
0,7995.954306811724,0.0
1,7777.123160114101,0.027040958404541016
2,7606.838419747593,0.11171507835388184
3,7410.260352176123,0.26508426666259766
4,7098.403474177849,0.322721004486084
5,7053.609312096745,0.39794206619262695
6,6892.073942225219,0.7493412494659424
7,6738.154211263038,1.7174100875854492
8,6624.354069095283,1.9817159175872803
9,6597.994258883413,3.20320987701416
10,6485.094859508139,3.566983222961426
11,6259.875436222112,5.1130051612854
12,6040.245859217703,5.255069255828857
13,5914.421467606928,5.3435282707214355
14,5856.794736953019,5.406049013137817
15,5854.6003511788185,6.893670082092285
