,goalvalues,timestamps
0,9216.893293142075,0.0
1,9044.53597741087,0.6472079753875732
2,8805.460535466289,0.6991949081420898
3,8549.199861443642,0.8302731513977051
4,8310.124419499069,0.8755249977111816
5,8254.535938562094,0.8872971534729004
6,8153.241364186568,2.2151880264282227
7,7999.579725817963,2.837683916091919
8,7548.521124503928,4.115216970443726
9,7288.3952387701975,5.2855308055877686
10,7214.194718879346,7.229724884033203
11,7108.330772117708,8.412270069122314
12,6963.157762585459,9.592287063598633
13,6839.202854850086,12.447654008865356
14,6738.600941284891,14.1788170337677
15,6616.943741372033,16.194182872772217
16,6531.049298482616,18.67439317703247
17,6372.125490905495,20.208343029022217
18,6221.746133728095,23.24658989906311
19,5959.21236895453,26.701261043548584
20,5784.205807356844,28.423009157180786
21,5692.946883600143,35.73482298851013
22,5619.085084474154,39.685956954956055
23,5531.515874555833,44.43951487541199
24,5496.5091143095815,49.46680498123169
25,5463.351049981781,57.21668982505798
26,5307.340749154643,62.435049057006836
27,5245.15162324972,62.98816418647766
28,5159.824047866914,67.80948495864868
29,5046.040616240414,76.63603210449219
30,4955.936743312628,84.46280193328857
31,4954.862239747203,90.67112493515015
32,4911.137557897226,94.99251198768616
33,4909.966035208838,109.19545197486877
34,4909.966035208838,109.27319979667664
35,4909.966035208838,120.64613103866577
36,6002.665796929552,130.36813497543335
37,22152.316760666265,139.97454690933228
38,22869.058837820103,149.70378398895264
39,23524.457080821052,159.49199318885803
40,24099.18390837922,169.25735306739807
41,24562.499152429587,178.71394801139832
42,24934.49975978646,188.31194496154785
43,25278.530226924016,199.87479305267334
44,25555.588121542973,209.619313955307
45,25726.790386445256,219.57810521125793
46,25868.727377581326,228.9507110118866
47,28114.438606720076,238.56467700004578
48,28122.57188757237,248.79037594795227
49,28122.571887572376,258.45174407958984
50,28122.57188757238,268.24282908439636
