,goalvalues,timestamps
0,9123.027033404804,0.0
1,8716.285215665863,0.004185199737548828
2,8536.097508407584,4.634381055831909
3,8168.692675984945,5.05097222328186
4,7793.52011051961,5.8644232749938965
5,7470.062632340916,13.268508195877075
6,7241.941633049028,14.123938083648682
7,6967.619751972605,21.362733125686646
8,6749.484820712372,26.9169762134552
9,6360.094221904546,34.18236017227173
10,6274.811902746886,40.34986209869385
11,5885.421303939067,43.84268808364868
12,5850.563614368388,45.713268995285034
13,5562.707521981116,56.12704825401306
14,5329.357558682888,60.03811812400818
15,5073.356980278935,65.8840639591217
16,4950.645226759989,73.0864610671997
17,4917.78505301017,79.84272408485413
18,4857.935579303583,86.8521499633789
19,4813.2185666657115,93.5876259803772
20,4813.2185666657115,100.20266222953796
21,4813.2185666657115,107.79816317558289
22,4813.2185666657115,115.35098528862
23,4813.2185666657115,122.9987440109253
24,4813.2185666657115,130.62886810302734
25,4813.2185666657115,138.25574612617493
26,4813.2185666657115,145.89293909072876
27,4813.2185666657115,153.58579301834106
28,4813.2185666657115,161.24133610725403
29,4813.2185666657115,168.88620114326477
30,4813.2185666657115,176.5687291622162
31,4813.2185666657115,184.26238417625427
32,4813.2185666657115,191.88466906547546
33,4813.2185666657115,199.50178813934326
34,4813.2185666657115,207.15252923965454
35,4813.2185666657115,214.87238812446594
36,4813.2185666657115,222.61526107788086
37,4813.2185666657115,230.2471001148224
38,4813.2185666657115,237.82660293579102
39,4813.2185666657115,245.77847504615784
40,4813.2185666657115,253.47896122932434
41,4813.2185666657115,261.1238920688629
42,4813.2185666657115,268.838721036911
43,4813.2185666657115,277.58283710479736
44,4813.2185666657115,285.3657479286194
45,4813.2185666657115,293.02206110954285
46,4813.2185666657115,300.65655303001404
47,4813.2185666657115,308.30334210395813
48,4813.2185666657115,315.90558910369873
49,4813.2185666657115,323.64035296440125
50,4813.2185666657115,331.234601020813
51,4813.2185666657115,338.9395360946655
52,4813.2185666657115,346.5333480834961
53,4813.2185666657115,354.19272327423096
54,4813.2185666657115,361.96304988861084
55,4813.2185666657115,369.7679889202118
56,4813.2185666657115,377.40358304977417
57,4813.2185666657115,385.12482619285583
58,4813.2185666657115,392.88652324676514
59,4813.2185666657115,400.5555021762848
60,4813.2185666657115,408.32119607925415
61,4813.2185666657115,416.0871820449829
62,4813.2185666657115,423.8006262779236
63,4813.2185666657115,431.4189941883087
64,4813.2185666657115,439.1727809906006
65,4813.2185666657115,446.76178002357483
66,4813.2185666657115,454.4928991794586
67,4813.2185666657115,462.12569427490234
68,4813.2185666657115,469.81360816955566
69,4813.2185666657115,477.49457716941833
70,4813.2185666657115,485.1387619972229
71,4813.2185666657115,492.7923882007599
72,4813.2185666657115,500.39208912849426
73,4813.2185666657115,508.00058221817017
74,4813.2185666657115,515.7018659114838
75,4813.2185666657115,523.3028690814972
76,4813.2185666657115,531.0637102127075
77,4813.2185666657115,538.6889820098877
78,4813.2185666657115,546.6299502849579
79,4813.2185666657115,554.2789530754089
80,4813.2185666657115,561.947371006012
81,4813.2185666657115,569.5424129962921
82,4813.2185666657115,577.1662871837616
83,4813.2185666657115,584.8219151496887
84,4813.2185666657115,592.7540531158447
85,4813.2185666657115,600.4217059612274
86,4813.2185666657115,608.1434769630432
87,4813.2185666657115,615.7855930328369
88,4813.2185666657115,623.4818370342255
89,4813.2185666657115,631.0946018695831
90,4813.2185666657115,638.8909680843353
91,4813.2185666657115,646.5850028991699
92,4813.2185666657115,654.3157181739807
93,4813.2185666657115,662.0840780735016
94,4813.2185666657115,669.7453110218048
95,4813.2185666657115,677.3485722541809
96,4813.2185666657115,684.9770972728729
97,4813.2185666657115,692.7630000114441
98,4813.2185666657115,700.41872215271
99,4813.2185666657115,708.06658411026
100,4813.2185666657115,715.7494592666626
