,goalvalues,timestamps
0,9123.027033404804,0.0
1,8716.285215665863,0.0049898624420166016
2,8584.258783144338,1.1512079238891602
3,8279.54505303572,5.744256973266602
4,8127.310132116545,6.358798027038574
5,7944.899730752448,8.35050106048584
6,7718.780936220799,8.991978883743286
7,7597.407640549391,9.452967882156372
8,7376.508530555075,12.045115947723389
9,7178.837663115693,12.341662883758545
10,7041.991914615424,18.84953808784485
11,6860.668131747545,19.197168827056885
12,6739.991554705681,20.53180480003357
13,6627.020819300269,28.211217880249023
14,6575.63850064273,30.816107988357544
15,6462.667765237318,30.864903926849365
16,6408.683183060173,33.69729208946228
17,6349.402681253261,36.5184690952301
18,6244.266052476607,41.71507406234741
19,6131.295317071199,51.95074105262756
20,6123.150358695233,55.53994584083557
21,6017.718863077496,63.47867393493652
22,5870.57652711015,66.90909790992737
23,5749.859792119294,74.2464509010315
24,5668.212581597376,79.28000783920288
25,5608.93831011254,83.20065879821777
26,5592.2642191054565,87.28339290618896
27,5527.112207197606,96.54040503501892
28,5494.1555995779345,97.01806998252869
29,5481.96739364618,100.1689920425415
30,5435.976542369983,107.4502158164978
31,5377.957152486189,118.42951011657715
32,5361.593152259409,125.38138890266418
33,5315.60230098321,128.94984483718872
34,5278.662873891575,140.3634569644928
35,5231.126149308271,153.26759505271912
36,5127.431070823757,159.60562086105347
37,5127.431070823757,166.12139296531677
38,5052.504543962816,172.6791820526123
39,4912.938240699274,175.31912183761597
40,4865.88459114547,180.5404999256134
