,goalvalues,timestamps
0,8604.646398901616,0.0
1,8395.411089626567,0.17095208168029785
2,8144.096306363208,0.29817986488342285
3,7991.966891907021,0.997560977935791
4,7928.036402266571,1.596843957901001
5,7731.550639835306,2.2171459197998047
6,7711.941712721458,2.284324884414673
7,7512.145956320423,2.4892849922180176
8,7327.12807788371,3.105825901031494
9,7180.221358777275,3.719291925430298
10,7066.039696232056,4.552381992340088
11,6985.774278269244,5.824566841125488
12,6807.446910267296,7.215641975402832
13,6649.497845935981,8.527111053466797
14,6629.0423650632365,9.387274980545044
15,6467.288153574282,10.520788192749023
16,6305.771527421035,11.535490989685059
17,6244.727987404123,13.573233127593994
18,6204.74015236452,14.414732933044434
19,6170.547121648888,17.395951986312866
20,6065.228526655494,19.446834087371826
21,6046.182786829962,21.734342098236084
22,6030.626800113609,24.736804962158203
23,5881.971652929016,26.063143014907837
24,5765.853706061924,30.004431009292603
25,5757.416792588113,34.130491971969604
26,5685.062283876425,35.75464701652527
27,5583.309382968869,41.383970975875854
28,5486.494650818011,44.06296491622925
29,5464.058725917451,48.796663999557495
30,5432.711251705452,50.20265793800354
31,5266.397812648789,57.06304907798767
32,5196.004988133034,57.85115599632263
33,5180.483747432119,67.75065588951111
34,5154.96802220332,70.49218702316284
35,5138.577847142618,80.96630382537842
36,5059.930184464054,84.07329201698303
37,5001.186954225781,94.34646201133728
38,5001.186954225781,94.64805006980896
39,5001.186954225781,102.60641193389893
40,6151.426706166994,110.38561201095581
41,6674.703586155749,118.18942093849182
42,7435.345090639425,125.93448901176453
43,18583.33533007937,133.7338569164276
44,26900.106636746845,146.2338399887085
45,27284.569407476356,154.14770913124084
46,27590.343388448207,162.11391806602478
47,27807.176811475685,169.9048159122467
48,27985.328513241504,177.6155071258545
49,28235.174815808256,186.5787250995636
50,28317.634682937547,195.09085512161255
